timestamp,metric_name,value
2025-12-16T12:00:00+00:00,cpu_pct,30.000000
2025-12-16T12:00:00+00:00,gc_pause_ms,20.000000
2025-12-16T12:00:00+00:00,handles,150.000000
2025-12-16T12:00:00+00:00,heap_mb,100.000000
2025-12-16T12:00:00+00:00,io_bytes_sec,300000.000000
2025-12-16T12:00:00+00:00,memory_mb,200.000000
2025-12-16T12:00:00+00:00,open_files,40.000000
2025-12-16T12:00:00+00:00,threads,80.000000
2025-12-16T12:05:00+00:00,cpu_pct,30.000000
2025-12-16T12:05:00+00:00,gc_pause_ms,20.000000
2025-12-16T12:05:00+00:00,handles,150.000000
2025-12-16T12:05:00+00:00,heap_mb,100.000000
2025-12-16T12:05:00+00:00,io_bytes_sec,300000.000000
2025-12-16T12:05:00+00:00,memory_mb,200.000000
2025-12-16T12:05:00+00:00,open_files,40.000000
2025-12-16T12:05:00+00:00,threads,80.000000
2025-12-16T12:10:00+00:00,cpu_pct,30.000000
2025-12-16T12:10:00+00:00,gc_pause_ms,20.000000
2025-12-16T12:10:00+00:00,handles,150.000000
2025-12-16T12:10:00+00:00,heap_mb,100.000000
2025-12-16T12:10:00+00:00,io_bytes_sec,300000.000000
2025-12-16T12:10:00+00:00,memory_mb,200.000000
2025-12-16T12:10:00+00:00,open_files,40.000000
2025-12-16T12:10:00+00:00,threads,80.000000
2025-12-16T12:15:00+00:00,cpu_pct,30.000000
2025-12-16T12:15:00+00:00,gc_pause_ms,20.000000
2025-12-16T12:15:00+00:00,handles,150.000000
2025-12-16T12:15:00+00:00,heap_mb,100.000000
2025-12-16T12:15:00+00:00,io_bytes_sec,300000.000000
2025-12-16T12:15:00+00:00,memory_mb,200.000000
2025-12-16T12:15:00+00:00,open_files,40.000000
2025-12-16T12:15:00+00:00,threads,80.000000
2025-12-16T12:20:00+00:00,cpu_pct,30.000000
2025-12-16T12:20:00+00:00,gc_pause_ms,20.000000
2025-12-16T12:20:00+00:00,handles,150.000000
